"iec","company_name","file_number","file_date","application_type","office_id","old_name","address_line_1","address_line_2","city","district","state","pincode","gstin","membership_category","star_rating","annual_turnover","export_turnover","rcmc_valid_upto"
"AAICB9428N","BOLAS AGRO PRIVATE LIMITED","RCMCAMENDFIEO00048136AM26","2025-07-10","Amendment of e-RCMC","14",NULL,"GROUND FLOOR, BLOCK NO.K.56","KEDINJE, KARKALA","KARKALA","UDUPI","KARNATAKA","574110","29AAICB9428N1ZW","Premium Multi Product Group Category","-","17002388460.75","2252943462.79","2026-03-31"
"AAICB9499B","BEDCLOUD (INDIA) PRIVATE LIMITED","RCMCAPPLYFIEO00037058AM25","2024-06-03","Issuance of e-RCMC","12",NULL,"GROUND FLOOR,16-BLOCK B1/TPS-14,SUMEL 11","INDIAN TEXTILE PLAZA,NAMASTE CIRCLE,SHAHIBAUG","AHMEDABAD","AHMEDABAD","GUJARAT","380004","24AAICB9499B1ZG","Multi Product Group Category","-","30000000","0","2025-03-31"
"AAICC0061G","CAMBRICS NON WOVEN PRIVATE LIMITED","RCMCRENEWFIEO00071164AM24","2024-01-29","Renewal of e-RCMC","12",NULL,"SURVEY NO. 286, PLOT NO. 02, NEAR CHIBHDA PRIMARY SCHOOL","KALAWAD ROAD, CHIBHDA, TAL. LODHIKA","RAJKOT","RAJKOT","GUJARAT","360035","24AAICC0061G1Z5","Multi Product Group Category","-","1800000","1800000","2025-03-31"
"AAICC0102E","CHETAK TOOLS (INDIA) PRIVATE LIMITED","RCMCRENEWFIEO00070468AM25","2024-12-03","Renewal of e-RCMC","6",NULL,"933 INDUSTRIAL ZONE","SHERPUR KALAN NEAR CONTACT NO: 919872625658","LUDHIANA","LUDHIANA","PUNJAB","141009","03AAICC0102E1ZN","One Star Export House Category","One Star Export House","0","0","2026-03-31"
"AAICC0721B","CGENIC MEDITECH PRIVATE LIMITED","RCMCRENEWFIEO00090250AM25","2025-03-17","Renewal of e-RCMC","12",NULL,"TOWER-J, 4TH FLOOR, OFFICE NO. 15","DARSHNAM TRADE CENTER-2, SAYAJIGUNJ,","VADODARA","VADODARA","GUJARAT","390020","24AAICC0721B1ZG","Multi Product Group Category","-","4000000","0","2026-03-31"
"AAICC1200H","CHIRANJEEV TECHNOLOGIES PRIVATE LIMITED","RCMCAPPLYFIEO00031439AM26","2025-05-20","Issuance of e-RCMC","2",NULL,"494, NEAR DAV PUBLIC SCHOOL","SECTOR 10 A","GURGAON","GURUGRAM","HARYANA","122001","06AAICC1200H1ZA","Multi Product Group Category","-","0","0","2026-03-31"
"AAICC1252F","CHEMIPRIME IMPEX PRIVATE LIMITED","RCMCRENEWFIEO00006097AM25","2024-04-04","Renewal of e-RCMC","4",NULL,"OFFICE NO. 413, 4TH FLOOR, OMEGA BUSINESS PARK","OPP. KAMGAR HOSPITAL, WAGALE ESTATE","THANE WEST","THANE","MAHARASHTRA","400604","27AAICC1252F1ZY","Premium Multi Product Group Category","-","2033473306","348900000","2025-03-31"
"AAICC1857C","CLOUDS IMPORT AND EXPORT PRIVATE LIMITED","RCMCRENEWFIEO00067921AM26","2025-11-06","Renewal of e-RCMC","12",NULL,"LAV APARTMENT, FLAT NO-704","ALAP ROAD, PATEL NAGAR, MORBI, RAJKOT","MORBI","MORBI","GUJARAT","363641","24AAICC1857C1ZZ","Two Star Export house Category","Two Star Export house","280000000","0","2026-03-31"
"AAICC1867A","CTR HOUSEHOLD TECHNOLOGIES INDIA PRIVATE LIMITED","RCMCRENEWFIEO00096218AM25","2025-03-24","Renewal of e-RCMC","6",NULL,"HADBAST NO 216","VILLAGE KUNJHAL POST OFFICE BAROTIWALA","BAROTIWALA","SOLAN","HIMACHAL PRADESH","174103","02AAICC1867A1Z7","Multi Product Group Category","-","0","0","2026-03-31"
"AAICC1975H","COREFLOW CHEMI PRIVATE LIMITED","RCMCRENEWFIEO00092218AM25","2025-03-19","Renewal of e-RCMC","12",NULL,"202 DWARKA MAI SOC OPP AKSHAR APT OPP ROSARY SCHOOL PRATAPGANJ",NULL,"VADODARA","VADODARA","GUJARAT","390002","24AAICC1975H1ZM","One Star Export House Category","One Star Export House","0","0","2026-03-31"
"AAICC2059E","CANAMERIND NUTRIDIENTS PRIVATE LIMITED","RCMCRENEWFIEO00023624AM24","2023-05-21","Renewal of e-RCMC","2",NULL,"Z-111, C-585 BASEMENT,","DEFENCE COLONY","NEW DELHI","SOUTH DELHI","DELHI","110024","07AAICC2059E1ZV","Multi Product Group Category","-","30000000","0","2027-03-31"
"AAICC3002F","CAPRINE OVERSEAS PRIVATE LIMITED","RCMCAPPLYFIEO00072539AM25","2024-12-17","Issuance of e-RCMC","4",NULL,"WING C, GULMOHAR APPTS, OFFICE NO. 3A,","FIRST FLOOR, 2420, GEN. THIMAYYA ROAD, CAMP","PUNE","PUNE","MAHARASHTRA","411001","27AAICC3002F1Z6","Multi Product Group Category","-","0","0","2025-03-31"
"AAICC3503B","CURATIVE ORGANICS PRIVATE LIMITED","RCMCAPPLYFIEO00043241AM24","2023-07-27","Issuance of e-RCMC","2",NULL,"H-1/104-105","GARG TOWER, NETAJI SUBHASH PLACE","DELHI","NORTH WEST DELHI","DELHI","110034","07AAICC3503B1ZA","Multi Product Group Category","-","44000000","0","2024-03-31"
"AAICC3807E","CHETAN & DIPTI (C&D) PHARMA PRIVATE LIMITED","RCMCAPPLYFIEO00053209AM24","2023-09-23","Issuance of e-RCMC","12",NULL,"SHOP NO 03 SHIV PARAS COMPLEX WARD","02 SURVEY NO 551/4 MANDVI CONTACT NO: 919099031032","MANDVI","KACHCHH","GUJARAT","370465","24AAICC3807E1Z1","Multi Product Group Category","-","12000000","0","2024-03-31"
"AAICC3813C","CANDOUR SERVICES PRIVATE LIMITED","RCMCRENEWFIEO00082578AM25","2025-02-18","Renewal of e-RCMC","14",NULL,"251, 1ST A MN RD., NAVODHAYA ST.,","MANJUNATHA LAYOUT, MARATHAHALLI CONTACT NO: 919008329844","BANGALORE","BENGALURU URBAN","KARNATAKA","560037","29AAICC3813C1ZX","Multi Product Group Category","-","0","8833389.2","2026-03-31"
"AAICC4012D","CEMERG CONSULTANCY PRIVATE LIMITED","RCMCRENEWFIEO00021350AM26","2025-04-27","Renewal of e-RCMC","5",NULL,"ANAND SEETHAKATHI BUSINESS CENTRE","NEW NO 684-690 FLAT NO 3-B1 1 ST FLOOR THOUSAND LIGHTS ANNA SALAI","CHENNAI","CHENNAI","TAMIL NADU","600006","33AAICC4012D1ZD","Premium Multi Product Group Category","-","60800000","0","2027-03-31"
"AAICC4072F","KE HEALTHCARE PRIVATE LIMITED","RCMCAPPLYFIEO00035292AM23","2022-12-11","Issuance of e-RCMC","2",NULL,"PLOT NO. 682","UDYOG VIHAR, PHASE - 5","GURUGRAM","GURUGRAM","HARYANA","122016","06AAICC4072F1ZU","Premium Multi Product Group Category","-","125000000","0","2024-03-31"
"AAICC4172G","CANARA HEALTH FOODS PRIVATE LIMITED","RCMCAPPLYFIEO00047779AM25","2024-07-10","Issuance of e-RCMC","16",NULL,"2/166","PARISONS INFRASTRUCTURE, PANAMBUR INDUSTRIAL AREA","MANGALURU,","DAKSHINA KANNADA","KARNATAKA","575010","29AAICC4172G1ZJ","Multi Product Group Category","-","0","0","2025-03-31"
"AAICC4332Q","CORE TRADESERVE PRIVATE LIMITED","RCMCRENEWFIEO00076027AM24","2024-02-25","Renewal of e-RCMC","12",NULL,"5TH FLOOR, 560, INDRAPRASTHA","PANCHESHWAR TOWER ROAD","JAMNAGAR","JAMNAGAR","GUJARAT","361001","24AAICC4332Q1ZE","Premium Multi Product Group Category","-","138828336","0","2027-03-31"
"AAICC4407G","CCS SPACEMAKER SI PRIVATE LIMITED","RCMCRENEWFIEO00017979AM24","2023-05-05","Renewal of e-RCMC","3",NULL,"56A MIRZA GHALIB STREET,","KOLKATA 700016 CONTACT NO: 918420605555","KOLKATA","KOLKATA","WEST BENGAL","700016","19AAICC4407G1ZQ","Premium Multi Product Group Category","-","342031732","0","2025-03-31"
"AAICC4432F","CARE4SIGHT PHARMA PRIVATE LIMITED","RCMCAPPLYFIEO00085884AM25","2025-03-05","Issuance of e-RCMC","12",NULL,"B-6/B,GROUND FLOOR,","REHAB BUILDING NO.38,JK SAWANT MARG, DADAR-W CONTACT NO: 919377667474","MUMBAI","MUMBAI","MAHARASHTRA","400028","24AAICC4432F1Z0","Multi Product Group Category","-","0","0","2026-03-31"
"AAICC4520C","CERTOPLAST INDIA PRIVATE LIMITED","RCMCRENEWFIEO00015314AM26","2025-04-16","Renewal of e-RCMC","4",NULL,"INDAPUR MIDC, LONI DEOKAR","PLOT NO.A-1/4/2, INDAPUR MIDC","PUNE","PUNE","MAHARASHTRA","413132","27AAICC4520C1Z3","Multi Product Group Category","-","0","0","2026-03-31"
"AAICC4586G","CHENNAI BLACK STONES PRIVATE LIMITED","RCMCRENEWFIEO00022881AM24","2023-05-18","Renewal of e-RCMC","5",NULL,"NEW NO.7, OLD 2A, 1ST FLOO,R V V COLONY  4TH STREET,","BRINDAVAN NAGAR, ADAMBAKKAM, CHENNAI","CHENNAI","KANCHIPURAM","TAMIL NADU","600088","33AAICC4586G1ZK","Multi Product Group Category","-","677006","0","2024-03-31"
"AAICC4761B","CUTHBERT TRADING HUB LIMITED","RCMCAPPLYFIEO00031891AM24","2023-06-11","Issuance of e-RCMC","2",NULL,"INNOV 8 RAS VILAS, LOWER GROUND FLOOR","SALCON RASVILAS D-1 SAKET DISTRICT CENTER, SAKET","NEW DELHI","SOUTH DELHI","DELHI","110017","07AAICC4761B1ZW","Multi Product Group Category","-","0","0","2024-03-31"
"AAICC5031C","CLEON SOLAR ENERGY PRIVATE LIMITED","RCMCRENEWFIEO00030999AM25","2024-05-17","Renewal of e-RCMC","9",NULL,"KHASARA NO-1097, MATHURA ROAD","NAUHJHEEL BANGER, MATHURA, UTTAR PRADESH, 281203","MATHURA","MATHURA","UTTAR PRADESH","281203","09AAICC5031C1Z1","Premium Multi Product Group Category","-","439290902.85","0","2027-03-31"
"AAICC5038M","CHAIKAPI SERVICES PRIVATE LIMITED","RCMCRENEWFIEO00033438AM26","2025-05-25","Renewal of e-RCMC","4",NULL,"S NO-37/1 TO 4/1/4 PISOLI ROAD","BEHIND HARSH AGRO PIPE","PUNE","PUNE","MAHARASHTRA","411048","27AAICC5038M1ZB","Premium Multi Product Group Category","-","727193457","550877211","2026-03-31"
"AAICC5242K","CHIRANJEEVI TECHNOCRAFTS PRIVATE LIMITED","RCMCRENEWFIEO00101735AM25","2025-03-27","Renewal of e-RCMC","2",NULL,"OFFICE NO. 514, 5TH FLOOR","PP TRADE CENTER NETAJI SUBHASH PLACE,PITAMPURA","NEW DELHI","NORTH WEST DELHI","DELHI","110034","07AAICC5242K1ZJ","Multi Product Group Category","-","49000000","0","2026-03-31"
"AAICC5462H","CHHAPERIA CABLE MATERIAL PRIVATE LIMITED","RCMCRENEWFIEO00084851AM25","2025-03-02","Renewal of e-RCMC","14",NULL,"SY NO 18, K G KUNTANAHALLY, KASABA HOBLI","DODDABALLAPUR TALUKA","BENGALURU","BENGALURU RURAL","KARNATAKA","561203","29AAICC5462H1ZE","Premium Multi Product Group Category","-","607479860","152630620.55","2026-03-31"
"AAICC5600P","CREATIVE CARBON COMPOSITES PRIVATE LIMITED","RCMCRENEWFIEO00049926AM25","2024-07-21","Renewal of e-RCMC","12",NULL,"208, GAGANDEEP TOWER,","OPP BANK OF INDIA, PALDI CHAR RASTA,","AHMEDABAD","AHMEDABAD","GUJARAT","380007","24AAICC5600P1ZJ","Premium Multi Product Group Category","-","219535470","219535470","2028-03-31"
"AAICC5609E","CAREGROUP SIGHT SOLUTION PRIVATE LIMITED","RCMCRENEWFIEO00085891AM25","2025-03-05","Renewal of e-RCMC","12",NULL,"B NO 310/C&E,VILLAGE -DABHASA,","TAL-PADRA,DIST-VADODARA-391440","VADODARA","VADODARA","GUJARAT","391440","24AAICC5609E1ZX","Two Star Export house Category","Two Star Export house","0","3879522","2026-03-31"
"AAICC5639C","CUTECH ALLOYS PRIVATE LIMITED","RCMCRENEWFIEO00016045AM26","2025-04-17","Renewal of e-RCMC","12",NULL,"BLOCK NO. 171, PLOT NO. 1 & 2","SURVEY NO. 274, UKHARLA, GHOGHA","BHAVNAGAR","BHAVNAGAR","GUJARAT","364110","24AAICC5639C1ZV","Two Star Export house Category","Two Star Export house","0","0","2026-03-31"
"AAICC5780C","CLOUDNINE MACHINING PRIVATE LIMITED","RCMCRENEWFIEO00089396AM25","2025-03-15","Renewal of e-RCMC","5",NULL,"NO.7 FF-A,VINAYAKA NAGAR 1ST STREET","THORAIPAKKAM","CHENNAI","KANCHIPURAM","TAMIL NADU","600097","33AAICC5780C1ZU","Multi Product Group Category","-","37339744.37","37339744.37","2026-03-31"
"AAICC6529K","CENTURY PANELS LIMITED","RCMCRENEWFIEO00097295AM25","2025-03-25","Renewal of e-RCMC","3",NULL,"P-15/1, TARATALA ROAD",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700088","19AAICC6529K1Z6","Multi Product Group Category","-","12364000","9435863.32","2026-03-31"
"AAICC6706G","COSMO SPECIALITY CHEMICALS PRIVATE LIMITED","RCMCAMENDFIEO00010627AM26","2025-04-08","Amendment of e-RCMC","4",NULL,"COSMO SPECIALITY CHEMICAL PVT LTD","1008,DLF TOWER A JASOLA DISTRICT CENTRE","DELHI","SOUTH DELHI","DELHI","110025","27AAICC6706G1ZN","One Star Export House Category","One Star Export House","0","110418871.2","2026-03-31"
"AAICC6773H","CARBURE ACTIVATED CARBON PRIVATE LIMITED","RCMCAMENDFIEO00070556AM26","2025-11-24","Amendment of e-RCMC","17",NULL,"NO.1 KONDASAMY LAYOUT MASAKALIPALAYAM","LAKSHMIPURAM PEELAMEDU","COIMBATORE","COIMBATORE","TAMIL NADU","641004","33AAICC6773H1ZH","One Star Export House Category","One Star Export House","426388714","0","2028-03-31"
"AAICC6879J","CREDENCE TUBES PRIVATE LIMITED","RCMCRENEWFIEO00020109AM23","2022-07-04","Renewal of e-RCMC","12",NULL,"29 BHAGAYODAY SOCIETY",NULL,"UNJHA","MAHESANA","GUJARAT","384170","24AAICC6879J1Z4","Multi Product Group Category","-","0","0","2022-03-31"
"AAICC6954C","CRYSTAL FURNITECH PRIVATE LIMITED","RCMCRENEWFIEO00003324AM25","2024-04-02","Renewal of e-RCMC","4",NULL,"PLOT NO. 67/1, 53/1A, 53/5A, 53/6 AND 66, BHANDARA ROAD,","KADHOLI,","NAGPUR","NAGPUR","MAHARASHTRA","441202","27AAICC6954C1ZL","Premium Multi Product Group Category","-","840012333","73789087","2026-03-31"
"AAICC7005J","CARPET COLLECTIVE PRIVATE LIMITED","RCMCRENEWFIEO00005590AM25","2024-04-04","Renewal of e-RCMC","2",NULL,"684/2, L BLOCK MAHIPALPUR EXTN OLD RANGPURI ROAD NEW DELHI 110037",NULL,"DELHI","NEW DELHI","DELHI","110037","07AAICC7005J1ZO","Multi Product Group Category","-","1000000","0","2025-03-31"
"AAICC7134N","CYTOX INDIA PRIVATE LIMITED","RCMCRENEWFIEO00048433AM23","2023-03-16","Renewal of e-RCMC","2",NULL,"PLOT NO. 125, DLF INDUSTRIAL AREA","PHASE-1","FARIDABAD","FARIDABAD","HARYANA","121003","06AAICC7134N1ZC","Premium Multi Product Group Category","-","51397040.59","51397040.59","2026-03-31"
"AAICC7391P","VALOR DYNAMICS PRIVATE LIMITED","RCMCAPPLYFIEO00047941AM26","2025-07-09","Issuance of e-RCMC","15",NULL,"H NO. 1282/A, PLOT NO 2, ROAD NO. 64  SHAIKPET",",JUBILEEHILLS, HYDERABAD","HYDERABAD","HYDERABAD","TELANGANA","500033","36AAICC7391P1ZU","Multi Product Group Category","-","11098346","0","2026-03-31"
"AAICC7457J","CURIGO PHARMACEUTICALS PRIVATE LIMITED","RCMCRENEWFIEO00028004AM26","2025-05-12","Renewal of e-RCMC","12",NULL,"SECOND FLOOR, SUPERPLAZA, SUPERCITY TOWNSHIP","BHADAJ-DENTAL COLLEGE ROAD, BHADAJ, VILLAGE:SANTEJ, TAL: KALOL","GANDHINAGAR","GANDHINAGAR","GUJARAT","382721","24AAICC7457J1ZC","Multi Product Group Category","-","5400000","0","2026-03-31"
"AAICC7609N","CUPS AND TUBS PRIVATE LIMITED","RCMCRENEWFIEO00059642AM26","2025-09-09","Renewal of e-RCMC","12",NULL,"95/P/1, CUPS AND TUBS PRIVATE LIMITED, OLPAD KIM HIGHWAY, RAJNAGAR, OLPAD","RAJNAGAR","SURAT","SURAT","GUJARAT","394540","24AAICC7609N1ZA","Premium Multi Product Group Category","-","62200000","0","2026-03-31"
"AAICC7710Q","CRAVIUM GOURMET PRIVATE LIMITED","RCMCRENEWFIEO00087303AM25","2025-03-10","Renewal of e-RCMC","4",NULL,"PLOT NO. N-6, PH-IV","VERNA INDUSTRIAL ESTATE","VERNA","SOUTH GOA","GOA","403722","30AAICC7710Q1ZH","Multi Product Group Category","-","8120000","7663863","2026-03-31"
"AAICC7947F","CITY WALK FOOTWEAR PRIVATE LIMITED","RCMCRENEWFIEO00096947AM25","2025-03-25","Renewal of e-RCMC","2",NULL,"PLOT NO-217,  SECTOR-17,","FOOTWEAR PARK, HSIIDC INDUSTRIAL ESTATE,","BAHADURGARH JHAJJAR","JHAJJAR","HARYANA","124507","06AAICC7947F1ZG","Premium Multi Product Group Category","-","4894366","492122080.91","2027-03-31"
"AAICC8304L","CLEAN EARTH ENERGY SOLUTION INDIA PRIVATE LIMITED","RCMCAPPLYFIEO00062264AM26","2025-09-24","Issuance of e-RCMC","4",NULL,"GAT NO 316, KURULI NIGHOJE ROAD","VILLAGE NIGHOJE, TAL KHED,KURULI, PUNE, KHED","PUNE","PUNE","MAHARASHTRA","410501","27AAICC8304L1ZE","Multi Product Group Category","-","13836268","0","2026-03-31"
"AAICC8831E","CATALYST LIFESCIENCES PRIVATE LIMITED","RCMCRENEWFIEO00096157AM25","2025-03-24","Renewal of e-RCMC","2",NULL,"605, BLOCK-A","PALAM VIHAR","GURUGRAM","GURUGRAM","HARYANA","122017","06AAICC8831E1ZP","Multi Product Group Category","-","0","0","2026-03-31"
"AAICC9096P","CU-BUILT RENEWABLE ENERGY PRIVATE LIMITED","RCMCRENEWFIEO00009149AM26","2025-04-07","Renewal of e-RCMC","4",NULL,"PLOT NO 149, SECTOR NO 10","PCNTDA, BHOSARI","PUNE","PUNE","MAHARASHTRA","411026","24AAICC9096P1ZT","Premium Multi Product Group Category","-","997276317.89","997276317.89","2026-03-31"
"AAICC9219Q","COSMED SURGICALS PRIVATE LIMITED","RCMCAPPLYFIEO00000219AM23","2022-04-01","Issuance of e-RCMC","2",NULL,"FIRST FLOOR, SH NO-5, CSC MARKET","VASHUNDHRA ENCLAVE, NEAR CITY APARTMENT,","NEW DELHI","EAST DELHI","DELHI","110096","07AAICC9219Q1ZY","Multi Product Group Category","-","42400","0","2023-03-31"
"AAICC9310J","CARLRIMA IMPEX PRIVATE LIMITED","RCMCRENEWFIEO00055928AM23","2023-03-30","Renewal of e-RCMC","9",NULL,"PLOT NO. 27, BLOCK-A, SCHEME NO.40  PANKI","INDUSTRIAL AREA PANKI","KANPUR","KANPUR NAGAR","UTTAR PRADESH","208002","09AAICC9310J1ZG","Multi Product Group Category","-","49000000","0","2024-03-31"
"AAICC9492M","CORE CLEAN PRIVATE LIMITED","RCMCRENEWFIEO00064605AM25","2024-10-18","Renewal of e-RCMC","2",NULL,"402","SECTOR 57, INDUSTRIAL ESTATE","KUNDLI","SONIPAT","HARYANA","131028","06AAICC9492M1ZX","Multi Product Group Category","-","35000000","0","2028-03-31"
"AAICC9551H","CHROMOSEP TECHNOLOGIES PRIVATE LIMITED","RCMCAPPLYFIEO00070169AM26","2025-11-20","Issuance of e-RCMC","12",NULL,"GO. NO.: 93, SHYAM-3 , PANCHRATNA ET","CHANGODAR, SANAND","AHMEDABAD","AHMEDABAD","GUJARAT","382213","24AAICC9551H1ZI","Multi Product Group Category","-","15000000","0","2026-03-31"
"AAICD0463B","DEEPAK CHEM TECH LIMITED","RCMCRENEWFIEO00082272AM24","2024-03-14","Renewal of e-RCMC","12",NULL,"1ST FLOOR FERMENTER HOUSE","ALEMBIC AVENUE ROAD, ALEMBIC CITY,","VADODARA","VADODARA","GUJARAT","390003","24AAICD0463B1Z8","Multi Product Group Category","-","0","0","2027-03-31"
"AAICD1159N","DELTA ELECTRONICS INDIA MANUFACTURING PRIVATE LIMITED","RCMCRENEWFIEO00028900AM26","2025-05-14","Renewal of e-RCMC","5",NULL,"SF NOS 16/1B2B PART AND 16/1B2A PART-EARMARKED 31 ACRES-DTA,","DELTA ELECTRONICS INDIA MANUF. PVT LTD-DTA UNIT, PLOT NO.1,SIPCOT INDL PARK","KRISHNAGIRI I","KRISHNAGIRI","TAMIL NADU","635115","33AAICD1159N1ZH","Premium Multi Product Group Category","-","5990000000","0","2026-03-31"
"AAICD1667M","DHUNSERI POLY FILMS PRIVATE LIMITED","RCMCRENEWFIEO00089775AM25","2025-03-16","Renewal of e-RCMC","3",NULL,"DHUNSERI HOUSE","4A, WOODBURN PARK","KOLKATA","KOLKATA","WEST BENGAL","700020","19AAICD1667M1Z4","Premium Multi Product Group Category","-","955080109.68","22891717.1","2030-03-31"
"AAICD1853B","DDEV PLASTIKS INDUSTRIES LIMITED","RCMCAPPLYFIEO00003940AM23","2022-04-19","Issuance of e-RCMC","4",NULL,"2B, PRETORIA STREET,","GROUND FLOOR","KOLKATA","KOLKATA","WEST BENGAL","700071","19AAICD1853B1ZV","Multi Product Group Category","-","0","0","2027-03-31"
"AAICD1858L","DHIRENDRA SOYA AGRO PRIVATE LIMITED","RCMCAPPLYFIEO00070153AM24","2024-01-23","Issuance of e-RCMC","8",NULL,"SEMLI CHOUDHARY,","SURVEY NO.129,130,","NEEMUCH","NEEMUCH","MADHYA PRADESH","458441","23AAICD1858L1ZG","Premium Multi Product Group Category","-","3829644072","0","2028-03-31"
"AAICD2159A","DEEP AYURVEDA HEALTHCARE PRIVATE LIMITED","RCMCAPPLYFIEO00020185AM24","2023-05-11","Issuance of e-RCMC","6",NULL,"D-27, INDUSTRIAL AREA","MOHALI","MOHALI","S.A.S NAGAR","PUNJAB","160055","03AAICD2159A1Z9","Multi Product Group Category","-","21000000","0","2024-03-31"
"AAICD2953Q","DEVIKA INDUSTRIES PRIVATE LIMITED","RCMCRENEWFIEO00092765AM25","2025-03-20","Renewal of e-RCMC","12",NULL,"4 FLOOR, 406,RAJHANS COMPLEX","NR NIRMAL HOSPITAL, RING ROAD","SURAT","SURAT","GUJARAT","395002","24AAICD2953Q1Z6","Premium Multi Product Group Category","-","349874408","11964759","2026-03-31"
"AAICD3386K","DESINGO GLOBAL EXIM PRIVATE LIMITED","RCMCAPPLYFIEO00029486AM23","2022-10-01","Issuance of e-RCMC","4",NULL,"2/43 MOHAMMADI BUILDING 3RD PEER KHAN STREET NAGPADA",NULL,"MUMBAI","MUMBAI","MAHARASHTRA","400008","27AAICD3386K1Z7","Multi Product Group Category","-","0","0","2023-03-31"
"AAICD3817B","DIGITELLIGENCE TECHNOLOGIES PRIVATE LIMITED","RCMCAPPLYFIEO00010111AM24","2023-04-18","Issuance of e-RCMC","14",NULL,"NO 888, NEAR BEML COMPLEX RAJA RAJESHWARI NAGAR, 3RD STA",NULL,"HALAGEVADERHALLI, BENGALU","BENGALURU URBAN","KARNATAKA","560098","29AAICD3817B1ZU","Multi Product Group Category","-","40000000","0","2025-03-31"
"AAICD4057D","DEON TECHNOLOGY PRIVATE LIMITED","RCMCRENEWFIEO00089194AM24","2024-03-25","Renewal of e-RCMC","12",NULL,"SURVEY NO. 1667, NH48, VILLAGE KANDARI, TALUKA","KARJAN, KANDARI KARJAN","VADODARA","VADODARA","GUJARAT","391210","24AAICD4057D1ZY","Multi Product Group Category","-","397000","0","2026-03-31"
"AAICD4122B","DAATI METALWERKS PRIVATE LIMITED","RCMCRENEWFIEO00042713AM25","2024-06-23","Renewal of e-RCMC","2",NULL,"GAT NO. 357//70","KHARABWADI VILLAGE, VAGHJAI NAGAR ROAD, CHAKAN","PUNE","PUNE","MAHARASHTRA","410501","27AAICD4122B1Z6","Premium Multi Product Group Category","-","300000000","0","2026-03-31"
"AAICD5119L","DECORAIDS DECORATING SOLUTIONS PRIVATE LIMITED","RCMCRENEWFIEO00019728AM26","2025-04-23","Renewal of e-RCMC","12",NULL,"PLOT NO. 1 TO 6, L.S. NO. 288/P, OPP. TRIMANDIR,","TARGHADIYA, RAJKOT","RAJKOT","RAJKOT","GUJARAT","360023","24AAICD5119L1ZK","Premium Multi Product Group Category","-","180618580.35","156601662.62","2026-03-31"
"AAICD5316R","DWIJ KRAFTS PRIVATE LIMITED","RCMCRENEWFIEO00041863AM26","2025-06-19","Renewal of e-RCMC","12",NULL,"SURVEY NO 768/P NEAR BHATHIJI MANDIR","NEAR TALAV","VATADRA DIST ANAND","KHEDA","GUJARAT","388580","24AAICD5316R1Z9","Premium Multi Product Group Category","-","62566279","0","2028-03-31"
"AAICD5570D","DSP ASSET MANAGERS PRIVATE LIMITED","RCMCRENEWFIEO00025417AM26","2025-05-05","Renewal of e-RCMC","4",NULL,"10TH FLOOR, MAFATLAL CENTRE,","VIDHAN BHAVAN MARG, NARIMAN POINT","MUMBAI","MUMBAI","MAHARASHTRA","400021","27AAICD5570D1ZO","Premium Multi Product Group Category","-","8232344983","386294091","2026-03-31"
"AAICD5640C","DELEGATES NORTHERNLIGHT PRIVATE LIMITED","RCMCRENEWFIEO00061252AM25","2024-09-25","Renewal of e-RCMC","14",NULL,"WARD NO 8, GROUND FLOOR, CSI LAYOUT, BEHIND SP OFFICE","RC ROAD BACKSIDE, AVK COLLEGE ROAD, HASSAN,","HASSAN","HASSAN","KARNATAKA","573201","29AAICD5640C1ZR","Multi Product Group Category","-","40000000","0","2025-03-31"
"AAICD5644G","DESWAL SOURCING SOLUTIONS PRIVATE LIMITED","RCMCAPPLYFIEO00056331AM26","2025-08-20","Issuance of e-RCMC","2",NULL,"679 UDYOG VIHAR","PHASE 5","GURUGRAM","GURUGRAM","HARYANA","122001","06AAICD5644G1ZN","Premium Multi Product Group Category","-","88470298","20617532","2026-03-31"
"AAICD6003F","DESIGNCO EXPORT PRIVATE LIMITED","RCMCRENEWFIEO00027130AM26","2025-05-09","Renewal of e-RCMC","9",NULL,"KHASRA NO -1473,","LAKRI FAZALPUR DELHI ROAD","MORADABAD","MORADABAD","UTTAR PRADESH","244001","09AAICD6003F1ZW","Premium Multi Product Group Category","-","340648436.75","340648436.75","2026-03-31"
"AAICD6402G","DE NEERS TOOLS LIMITED","RCMCAMENDFIEO00025050AM26","2025-05-05","Amendment of e-RCMC","2",NULL,"468, FIE, PATPARGANJ INDUSTRIAL AREA,",NULL,"DELHI","EAST DELHI","DELHI","110092","07AAICD6402G1ZV","Premium Multi Product Group Category","-","1449186241","22314450","2026-03-31"
"AAICD6725G","DILEEP CRAFTS PRIVATE LIMITED","RCMCAMENDFIEO00062554AM26","2025-09-25","Amendment of e-RCMC","8",NULL,"2ND FLOOR, OFFICE NO. 204A,","SHYAM ANUKAMPA, C-SCHEME, ASHOK MARG","JAIPUR","JAIPUR","RAJASTHAN","302001","08AAICD6725G1ZJ","Two Star Export house Category","Two Star Export house","1190000000","1190000000","2026-03-31"
